multipleName,caseRef,multipleRef
PT-Multiple-0003,PT-Multiple-0003-20200801/696,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/724,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/752,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/780,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/810,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/838,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/866,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/894,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/923,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/950,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/984,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1013,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1043,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1081,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1113,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1144,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1177,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1214,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1249,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1287,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1329,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1363,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1401,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1439,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1477,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1519,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1558,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1598,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1637,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1678,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1716,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1754,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1795,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1841,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1881,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1920,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/1970,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/2009,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/2048,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/2098,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/2144,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/2187,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/2242,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/2288,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/2345,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/2410,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/2460,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/2518,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/2577,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/2629,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/2680,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/2735,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/2794,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/2847,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/2898,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/2956,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/3013,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/3071,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/3125,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/3189,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/3241,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/3303,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/3362,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/3415,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/3474,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/3528,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/3593,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/3660,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/3723,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/3785,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/3846,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/3906,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/3978,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/4041,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/4108,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/4170,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/4235,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/4301,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/4365,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/4440,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/4496,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/4604,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/4657,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/4718,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/4783,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/4861,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/4923,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/4999,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/5069,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/5145,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/5221,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/5285,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/5359,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/5439,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/5505,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/5579,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/5657,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/5737,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/5845,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/5913,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/5992,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/6064,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/6189,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/6260,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/6343,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/6424,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/6528,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/6591,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/6667,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/6742,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/6817,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/6901,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/6971,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/7056,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/7127,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/7208,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/7275,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/7367,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/7458,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/7576,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/7656,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/7743,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/7828,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/7920,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/8005,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/8105,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/8197,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/8288,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/8367,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/8455,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/8534,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/8614,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/8689,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/8814,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/8907,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/9009,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/9123,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/9244,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/9375,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/9467,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/9579,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/9665,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/9762,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/9860,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/9965,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/10032,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/10122,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/10230,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/10326,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/10428,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/10522,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/10614,0003
PT-Multiple-0003,PT-Multiple-0003-20200801/10702,0003
PT-Multiple-0004,PT-Multiple-0004-20200801/10,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/14,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/19,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/26,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/32,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/38,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/45,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/52,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/61,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/68,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/77,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/86,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/94,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/104,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/114,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/124,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/136,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/146,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/158,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/171,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/185,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/198,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/212,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/227,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/241,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/258,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/276,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/295,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/313,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/331,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/348,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/367,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/387,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/405,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/428,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/448,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/464,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/486,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/507,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/534,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/558,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/580,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/605,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/632,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/657,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/684,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/708,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/733,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/758,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/786,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/813,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/842,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/871,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/902,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/932,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/961,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/992,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1025,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1059,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1093,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1128,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1160,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1191,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1225,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1271,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1304,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1341,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1378,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1421,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1459,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1498,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1537,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1570,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1611,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1650,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1690,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1730,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1764,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1812,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1858,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1897,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1942,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/1991,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/2035,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/2086,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/2131,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/2178,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/2226,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/2277,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/2329,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/2375,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/2420,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/2470,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/2520,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/2566,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/2614,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/2666,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/2716,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/2763,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/2814,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/2867,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/2919,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/2969,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/3022,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/3079,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/3130,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/3191,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/3249,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/3304,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/3358,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/3424,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/3483,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/3555,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/3616,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/3677,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/3735,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/3795,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/3854,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/3915,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/3980,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/4038,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/4103,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/4166,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/4237,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/4297,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/4361,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/4422,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/4485,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/4534,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/4615,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/4668,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/4734,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/4823,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/4895,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/4963,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/5028,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/5098,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/5170,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/5234,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/5305,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/5376,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/5446,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/5511,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/5593,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/5679,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/5752,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/5822,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/5897,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/5988,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/6060,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/6142,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/6207,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/6296,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/6376,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/6461,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/6537,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/6629,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/6715,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/6825,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/6904,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/6970,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/7048,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/7123,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/7194,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/7257,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/7331,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/7410,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/7524,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/7615,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/7714,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/7785,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/7874,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/7983,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/8076,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/8174,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/8272,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/8352,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/8466,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/8557,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/8623,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/8724,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/8837,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/8963,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/9069,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/9163,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/9263,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/9348,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/9433,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/9521,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/9604,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/9667,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/9789,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/9916,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/10043,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/10128,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/10270,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/10356,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/10512,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/10654,0004
PT-Multiple-0004,PT-Multiple-0004-20200801/10734,0004
PT-Multiple-0005,PT-Multiple-0005-20200801/18,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/23,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/29,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/35,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/42,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/49,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/56,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/64,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/73,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/82,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/96,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/105,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/116,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/127,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/139,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/151,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/163,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/174,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/188,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/201,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/217,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/231,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/247,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/263,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/279,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/297,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/315,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/333,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/351,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/371,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/392,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/413,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/435,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/456,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/482,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/504,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/526,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/548,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/571,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/592,0005
PT-Multiple-0005,PT-Multiple-0005-20200801/616,0005
